5.14,-124.87,-4.9,1.6,84.6,28.62,28.01
5.14,-124.87,-4.6,2.4,88.5,28.77,27.45
5.15,-124.87,-2.2,5.1,86.2,28.81,27.25
5.14,-124.87,-1.8,3.8,83.1,28.79,27.53
5.14,-124.87,-3.8,3.4,81.1,28.75,27.29
5.14,-124.87,-4.2,2.4,80.3,28.7,27.53
5.14,-124.87,-3.4,2.1,80.3,28.83,27.37
5.14,-124.87,-3.4,3.1,81.1,28.93,27.29
1.95,-125.07,-7.1,1.1,79.5,27.9,27.14
1.96,-125.07,-3.4,1.6,79.1,27.12,26.94
1.94,-125.07,-3.5,0.8,84.9,27.03,26.62
1.95,-125.07,-5.8,1.5,84.9,26.18,25.89
1.96,-125.07,-4.9,2.2,84.1,25.82,25.29
1.95,-125.07,-5.9,0.7,81.6,25.56,25.21
1.94,-125.07,-6,1.4,81.2,25.55,24.85
1.95,-125.07,-4.7,2,82.4,25.34,24.45
1.95,-125.07,-4.7,2,82.8,25.05,24.41
1.96,-125.07,-4.7,1.2,81.2,24.91,24.49
1.95,-125.07,-4.6,0.7,82.8,24.84,24.49
1.94,-125.07,-4.7,1.2,80.3,24.92,24.08
1.96,-125.07,-4.5,1.1,79.9,25.26,23.84
-0.2,-124.37,-3.6,0,89.8,24.62,25.09
-0.21,-124.37,-0.3,-0.6,89.4,24.82,25.39
-0.22,-124.36,-1,-0.9,89.4,25.59,25.75
-0.21,-124.39,-4.2,1,85.6,25.21,25.54
-0.2,-124.39,-3.6,1.2,85.2,24.71,25.13
-0.2,-124.39,-4.3,-0.1,84.4,24.1,24.7
-0.2,-124.4,-3.8,0,85.6,23.72,24.03
-0.19,-124.39,-3.1,-0.7,84.4,23.82,23.94
-0.2,-124.39,-3.2,-0.3,84.4,23.7,23.87
-0.2,-124.38,-2.6,-1.2,86.5,23.28,23.59
-0.19,-124.38,-3.5,-0.6,84.8,22.79,23.28
-0.19,-124.39,-3.1,0.7,84.4,22.44,22.72
-0.19,-124.38,-3.6,0,84.8,22.56,22.74
-2.03,-124.89,-5.3,-1.8,87,27.32,27.06
-2.03,-124.89,-0.6,-2.4,89.9,27.18,26.51
-2.04,-124.88,-0.3,-3.2,91.2,26.87,26.12
-2.02,-124.89,-4,-1,89.5,26.82,26.43
-2.03,-124.89,-4.6,-1.3,86.2,27.19,26.67
-2.04,-124.9,-6.4,-2.8,82.5,27.13,26.71
-2.04,-124.9,-5.9,-2,81.3,26.91,26.31
-2.04,-124.9,-3.2,-2.7,85.4,26.7,25.92
-2.04,-124.89,-4.4,-1.3,84.6,26.17,25.76
-2.04,-124.89,-3.6,-2.2,87,25.98,25.57
-2.04,-124.89,-3,-3.5,87.9,25.81,25.06
-2.04,-124.89,-3.9,-1.8,83.3,25.41,25.06
-2.03,-124.89,-2.7,-3.2,87.5,25.42,24.9
-5.02,-124.94,-7.2,-0.9,87.1,28.19,28.09
-5.01,-124.94,-6,0.1,85.6,28.23,28.36
-5.02,-124.94,-6.7,-0.2,83,28.32,28.32
-5.01,-124.94,-6,1.4,79.6,28.26,28.17
-5.01,-124.94,-5.3,0.6,84.5,28.41,27.51
-5.01,-124.94,-7.2,-2.8,82.2,28.46,28.05
-5.02,-124.94,-5.5,-3.5,80,28.42,27.89
-5.02,-124.95,-4.5,-2.2,83.4,28.25,27.82
-5.02,-124.93,-2.5,-3.8,81.9,28.22,27.7
-5.02,-124.94,-4.5,-3.7,80.7,28.17,27.97
-5.02,-124.94,-2.8,-1.3,79.2,28.32,27.74
-5.02,-124.93,-5.7,-2,85.2,28.21,27
-5.01,-124.94,-7.6,1.4,75.5,28.05,27.82
4.99,-109.96,-3.4,5.9,83.2,28.89,27.98
4.98,-109.96,-3.1,5.3,79.5,28.84,28.02
4.98,-109.96,1.4,5.8,81.6,28.75,27.7
4.97,-109.96,3.1,3.5,80.7,28.6,27.51
4.98,-109.96,-0.1,4.9,81.1,28.67,27.51
4.97,-109.96,-0.5,4.7,80.7,28.74,27.55
4.97,-109.96,-0.7,6,80.7,28.54,27.35
4.97,-109.96,-1.3,6.3,80.3,28,27.11
4.98,-109.96,-1.5,4.9,78.7,27.74,27.15
4.98,-109.96,-2.3,4.2,79.9,27.6,27.19
4.97,-109.96,-1.4,4.7,80.7,27.6,27.19
4.98,-109.96,-0.3,6.1,81.1,27.63,26.91
4.98,-109.96,-0.3,7.1,81.1,27.7,26.75
2.08,-110.1,-6.1,3.5,86.9,26.89,26.35
2.08,-110.1,-5.4,3.2,87.3,26.88,26.12
2.08,-110.1,-1.2,3.7,89.8,26.3,25.53
2.08,-110.1,0.4,2.6,88.2,26.09,25.45
2.08,-110.11,-1.9,2.9,87.7,25.83,24.91
2.07,-110.14,-3.6,2.7,89,25.84,24.91
2.08,-110.11,-4.5,3.7,88.6,26.07,24.67
2.08,-110.11,-5.2,4,86.5,26.16,24.75
2.08,-110.1,-4.9,2.7,83.5,26.24,25.26
2.08,-110.11,-4.1,1.5,84.8,26.18,25.18
2.08,-110.1,-3.5,2.5,86.5,26.09,25.03
2.08,-110.1,-2.8,4.1,86,25.47,24.17
2.08,-110.1,-2.8,3.9,87.3,24.56,23.74
-1.98,-110.01,-4.9,0.8,92.2,25.63,25.96
-1.98,-110,-2.2,1.5,93,25.28,25.77
-1.98,-110,-2.8,2.8,91.8,24.85,25.05
-1.98,-110.01,-0.9,0.7,91.4,25.01,25.09
-1.98,-110.01,-3.1,2.2,89.1,25.42,25.21
-1.98,-110.01,-4.4,0.3,89.1,25.59,25.45
-1.98,-110.01,-4.8,-0.1,87.5,25.66,25.45
-1.98,-110,-4.5,0.7,88.3,25.34,25.45
-1.98,-110,-3.3,-0.3,89.5,25.27,25.33
-1.98,-110,-3.5,-0.7,90.6,25.08,25.09
-1.98,-110,-2.9,-0.4,91,25.17,25.29
-1.98,-110,-2.7,0,88.3,25.11,24.82
-4.98,-109.98,-7.1,2.8,86.2,27.31,27.28
-4.98,-109.99,-6,3.5,81.7,27.13,27.44
-4.97,-109.99,-4.3,4.7,80.5,27.19,27.36
-4.98,-109.99,-1.9,1.8,79.7,27.41,26.77
-4.98,-109.99,-4.5,1.4,79.7,27.46,26.93
-4.98,-109.98,-5.2,-0.9,82.1,27.19,26.62
-4.98,-109.99,-5,-0.7,83.3,26.95,26.58
-4.99,-109.99,-5.3,0,85,26.83,26.66
-4.98,-109.99,-4.6,-1,85,26.79,26.66
-4.98,-109.99,-5.4,-1,85,26.67,26.54
-4.98,-109.99,-4.6,0.7,84.1,26.56,26.27
-4.98,-109.99,-3.2,-1.2,88.2,26.64,25.88
-4.98,-109.99,-5.2,1.9,84.6,26.64,26.62
1.99,-95,-3.2,6.8,81.8,29.29,28.12
1.99,-95,-1.8,6.6,81.8,29.23,27.88
1.99,-95,0.1,6.7,82.6,29.18,27.73
1.99,-95.01,3,5.8,83,29.08,27.65
1.97,-95.01,0.5,4.5,81.3,29.14,27.65
1.98,-95,-1.4,5.6,81.8,29.3,27.77
1.98,-95,-3.4,6.4,80.9,29.36,27.65
0.11,-94.99,-4.9,4.8,88.3,27.63,25.67
0.12,-94.99,-4,4.2,91.2,27.14,25.15
0.12,-94.98,-1.9,4.2,87.9,26.56,25.03
0.1,-94.98,1.2,3.5,89,26.45,24.83
0.1,-94.98,-2.8,3,89.4,26.71,24.51
-1.97,-95.03,-3.4,2.2,90.8,25.5,25.83
-1.97,-95.03,-3.6,2.2,89.6,25.7,25.99
-1.97,-95.03,-1.7,0.7,88.4,25.61,25.71
-1.98,-95.03,1,-0.2,89.6,25.42,25.24
-1.97,-95.03,-2.9,0.2,88.8,25.54,25
-1.97,-95.02,-3.6,1.2,93.2,24.64,24.68
-1.96,-94.99,-3.5,0.1,92,24.99,24.92
-1.96,-94.99,-4.5,0.5,89.2,24.89,25.04
-1.97,-95,-3.8,1,90,25.16,25.16
-1.97,-95.02,-2.9,2.5,88,25.51,25.36
-1.98,-95.03,-3,2.3,90.4,25.51,25.4
-1.98,-95.03,-3.3,2.8,91.6,25.16,25.28
-5.01,-95.07,-6.6,4.9,77.3,27.64,27.63
-5.03,-95.07,-6.4,3.5,78.1,27.63,27.59
-5.02,-95.07,-4.1,2.9,78.9,27.24,27.4
-5.01,-95.07,-1.7,1.8,81.3,27.25,26.68
-5.02,-95.07,-3.5,1.4,82.1,27.26,26.64
-5.02,-95.07,-4.6,3.6,83.3,27.14,26.53
-5.02,-95.07,-6.1,2.8,79.3,27.18,27.04
-8.02,-95.11,-7.8,3.5,75.8,27.71,27.38
-8.01,-95.1,-7,3.6,78.1,27.67,27.03
-8.01,-95.1,-6.1,3.9,83.4,27.65,26.01
-8.01,-95.1,-3.1,4.7,76.5,27.67,26.56
-8.01,-95.1,-4.6,2,78.1,27.69,26.6
-8.02,-95.1,-5.9,1.6,82.7,27.66,26.64
-8.01,-95.1,-7.7,4.6,80,27.55,26.79
-8.01,-95.1,-7.2,4.5,78.1,27.5,26.67
-8.02,-95.08,-6.1,2.7,73.9,27.53,26.71
-8.01,-95.1,-5.2,1.7,76.5,27.59,26.71
-8.01,-95.1,-3.9,2.1,77.3,27.61,26.67
-8.01,-95.1,-3.2,3.7,79.6,27.63,26.52
-8.01,-95.1,-3.4,3.9,78.8,27.59,26.48
2.02,179.8,-6,-3.2,85.4,28.41,28.09
2.03,179.8,-6.5,-0.3,90.4,28.28,27.19
2.03,179.8,-5.6,-1.9,86.6,28.44,28.06
0.07,-179.87,-4.4,-2.5,91.9,28.09,28.06
0.08,-179.87,-4.5,-0.1,91.6,28.26,28.06
0.08,-179.87,-4.7,-1.7,92.6,28.56,28.06
0.08,-179.87,-4.8,-2.1,90.6,28.71,28.37
0.08,-179.87,-4.2,0.5,89.2,28.92,28.49
0.08,-179.87,-3.7,-3,87.5,29.06,28.53
0.08,-179.87,-1.7,-2.8,89.6,29.01,28.14
0.08,-179.87,-2.3,-1.7,89.9,29.06,28.14
0.08,-179.87,-4.4,-1.3,88.2,29.36,28.45
0.08,-179.87,-4.5,-1.7,87.5,29.36,28.45
0.08,-179.87,-5.2,-1.4,90.6,29.23,27.71
0.08,-179.87,-3.6,-2.5,89.6,28.97,28.29
0.08,-179.87,-4.7,-2.9,89.6,28.9,28.33
0.07,-179.87,-6.7,-1.7,89.9,28.49,28.33
-1.99,-179.87,-2.8,-1,88.3,29.09,27.61
-1.99,-179.86,-4.2,-2.5,87.9,28.99,28.04
-1.99,-179.86,-3.1,-2.9,87.1,29.32,28.39
-1.98,-179.85,-3,0.9,84.6,29.34,28.59
-1.98,-179.85,-2.6,-2.2,86.2,29.58,28.35
-1.99,-179.85,-2.8,-2.2,87.9,29.38,27.26
-1.99,-179.85,-2.9,-1.6,83.7,29.54,28.59
-1.99,-179.85,-4.2,-1.1,83.7,29.6,28.74
-1.99,-179.85,-2.2,-2.3,82.9,29.6,28.66
-1.99,-179.85,-4.7,-1.7,83.3,29.57,28.55
-1.98,-179.85,-2.8,-2,82.1,29.69,28.86
-1.99,-179.85,-3.2,-4.1,87.1,29.57,27.8
-1.99,-179.84,-6.6,-2.9,81.6,29.53,29.09
-1.99,-179.84,-6.6,-2.9,81.6,29.53,29.09
8.01,-170.06,-7.4,-5,82.6,28.22,27.96
8.01,-170.06,-7.5,-5.6,82,28.2,28
8.01,-170.06,-7.3,-5.7,84.7,28.19,27.93
8.01,-170.06,-7.4,-4.8,84,28.25,27.96
8.01,-170.06,-6.1,-5.7,82.3,28.26,27.93
8,-170.06,-6.2,-5,84.4,28.26,27.85
8.01,-170.05,-7,-4.7,84,28.24,27.89
8,-170.05,-5.9,-4.5,80.6,28.27,27.85
8,-170.05,-5.5,-4.3,79.9,28.29,27.73
8,-170.06,-5.3,-4.6,79.2,28.29,27.54
8.01,-170.06,-5.1,-2.6,77.2,28.3,27.61
8,-170.06,-3.7,-2.7,84.7,28.39,27.69
8,-170.05,-4.6,-2.1,87.4,28.41,28
8,-170.07,-6.7,-1.4,86.4,28.52,27.81
1.97,-170.02,-4.8,-3.5,94.9,28.36,27.85
1.98,-170.02,-5.7,-3.1,96.9,28.29,28.05
1.98,-170.01,-6.1,-0.4,95.7,28.22,27.97
1.98,-170.01,-4.9,-0.6,98.6,28.2,27.78
1.97,-170.01,-4.7,-0.3,99,28.19,27.85
1.98,-170.01,-4.4,-0.9,97.4,28.19,27.89
1.98,-170,-4.7,-3.1,96.9,28.04,28.01
1.98,-170.01,-3.5,-1.3,96.5,28.21,27.66
1.97,-170,-3.2,-0.9,99.4,28.34,26.99
1.97,-170,-3.7,-4.4,94.9,28.38,27.66
1.97,-170,-3.8,-3.4,94.9,28.43,27.74
1.97,-170,-3.7,-3.2,94.9,28.56,27.97
1.98,-170.01,-3.9,-1.8,92.5,28.58,28.2
1.97,-170,-6.3,0.4,89.7,28.65,28.24
-0.03,-170.02,-4.5,-2.6,90.4,27.7,27.72
-0.03,-170.03,-4.9,-2.7,89.6,28.25,28.15
-0.03,-170.02,-5,-1.9,88.3,28.38,28.23
-0.03,-170.03,-5.6,-1.8,87.9,28.17,28.15
-0.03,-170.02,-4.8,-0.5,88.7,28.1,28.07
-0.03,-170.02,-4.4,-2.2,88.3,28.55,28.15
-0.03,-170.02,-4.9,-2.3,86.2,28.8,28.34
-0.03,-170.02,-3.5,-1.3,85.3,28.99,28.38
-0.03,-170.02,-3,-0.6,82.8,29.24,28.58
-0.03,-170.02,-3.2,-4.4,84.5,28.87,28.23
-0.03,-170.02,-3.4,-3.2,85.7,28.74,28.19
-0.03,-170.02,-3.9,-3.9,84.9,28.49,28.23
-0.04,-170.03,-4.3,-2.6,85.3,28.2,28.11
-0.03,-170.03,-6,-1.7,85.7,28.12,27.99
-2.15,-170.02,-4.3,-2.3,87.1,29.59,28.97
-2.16,-170.02,-4.3,-1.7,94.2,29.48,27.97
-2.15,-170.02,-4.1,-2.1,91.1,29.51,28.65
-2.15,-170.02,-4.2,-2.5,90.7,29.6,28.81
-2.15,-170.02,-3.2,-1.1,89.9,29.6,28.69
-2.15,-170.01,-4.7,-2,90.3,29.52,28.57
-2.16,-170.01,-3.7,-4.6,87.1,29.43,29.13
-2.16,-170.01,-0.6,-1.2,90.7,29.65,28.13
-2.16,-170.01,-0.7,-0.1,87.1,29.96,28.49
-2.16,-170.01,-2.8,-0.6,86.7,29.84,28.65
-2.16,-170.01,-3,-1.3,89.9,29.7,28.37
-2.16,-170.01,-4.5,-3.5,94.2,29.55,27.61
-2.16,-170.01,-4,-4.1,86.3,29.43,28.49
-2.16,-170.01,-7.1,-1,82.8,29.47,29.21
-7.98,-170.03,-6.1,1.8,82.5,29.45,28.06
-7.98,-170.03,-6.2,0,81.7,29.39,28.7
-8,-170,-3.1,1.1,82.9,29.38,28.3
-8,-170,-2.7,0,79.1,29.61,28.46
4.98,-154.94,-6.2,-1.8,89.2,28.2,26.67
4.97,-154.94,-7,-2.2,91.8,28.18,26.71
4.98,-154.93,-6.9,-4.1,90.9,28.2,27.39
4.98,-154.94,-6.9,-2.9,91.4,28.22,27.67
4.98,-154.93,-6.8,-1.9,91.4,28.19,27.47
4.98,-154.93,-5.8,-2.2,92.2,28.21,26.95
4.98,-154.94,-3.1,-3,87.5,28.14,27.27
4.98,-154.93,-3.3,-1.9,85,28.41,27.39
4.98,-154.93,0.5,0.3,81.6,29.12,28.07
4.99,-154.93,-1.6,0.5,85.4,29.3,27.51
4.99,-154.93,-4.5,0.1,85,29.17,27.87
4.97,-154.94,-6.2,-0.5,88.8,28.73,27.83
4.99,-154.93,-8.1,-0.4,90.9,28.59,27.59
4.98,-154.94,-5.9,-0.3,86.3,28.49,27.39
-2,-154.98,-1.9,1.6,81.5,28.97,27.37
-2,-154.98,-1.3,-0.7,83.3,29.07,28.17
-1.99,-154.99,-2.2,-3.8,86.4,29.09,27.57
-2,-154.98,-4,-4.8,78.4,29.42,28.69
-2,-154.99,-5.9,-2.5,77.6,29.53,29.01
-2,-155,-5.3,0.2,79.8,29.56,29.09
-2,-154.99,-4.5,-1.3,81.1,29.58,28.69
-2,-154.98,-4.8,-3.7,77.6,29.49,28.57
-2.01,-154.99,-3.5,-2.7,76.7,29.55,28.49
-2,-154.98,-3.7,-2.7,74.5,29.5,28.33
-2,-154.99,-4.7,-3.7,75.8,29.51,28.13
-2,-154.99,-6.3,-3.2,72.3,29.39,28.01
-2.01,-154.99,-6.9,-1.5,74.5,29.3,28.53
-2,-154.99,-4.1,-2.6,81.1,29.2,27.89
-5,-154.99,3.1,1.2,83.4,29.44,28.08
-4.99,-154.99,-2.7,0.4,86.4,29.23,27.97
-4.99,-154.99,-4.4,-0.9,85.1,29.49,28.6
-5,-154.99,-4.5,-2.7,88.5,29.37,27.85
-5,-154.99,-5.4,-2,82.6,29.36,28.56
-5,-154.99,-5.2,0.6,82.2,29.44,28.76
-5,-154.99,-5,-1,85.1,29.42,28.24
-5,-154.99,-5.2,-1.8,81.3,29.41,28.64
-5,-154.99,-3.2,-0.5,77.5,29.53,28.4
-5,-154.99,-3.5,-1.1,80.1,29.57,28.32
-5.01,-154.99,-5.7,0.9,86,29.5,27.89
-4.99,-154.99,-4.5,-2.7,86,29.38,27.77
-5,-154.99,-5.8,-0.9,77.1,29.39,28.84
-5,-154.99,-4.2,1.7,82.2,29.47,28.8
-8.28,-154.97,2,-0.1,81.8,29.26,27.89
-8.27,-154.97,-1.1,-1.2,82.1,29.1,28.24
-8.28,-154.97,-2.8,-1.3,80.3,29.36,28.99
-8.28,-154.97,-4.7,-0.5,81.4,29.45,29.07
-8.28,-154.97,-5.4,-0.8,82.1,29.44,29.03
-8.28,-154.97,-5.5,0,81.4,29.43,29.23
-8.28,-154.97,-6.2,-2.2,81.8,29.41,29.31
-8.28,-154.97,-6.2,-0.9,81.4,29.4,29.15
-8.28,-154.96,-2.9,-1.9,82.1,29.39,28.44
-8.28,-154.97,-4.2,-2.1,76.7,29.46,29.03
-8.28,-154.97,-6.2,0.8,75.6,29.47,29.11
-8.28,-154.96,-5.7,-1.6,77.8,29.48,29.03
-8.27,-154.97,-5.4,-1.2,82.8,29.5,28.48
-8.28,-154.97,-6.9,0.9,81.8,29.4,28.56
2.41,137.41,-3,0.4,84,29.85,28.86
2.42,137.41,-4.5,0,82,29.48,28.86
2.41,137.41,-3.9,1,82.8,29.54,29.18
2.41,137.41,-3.8,-0.6,82.4,29.65,29.18
2.42,137.41,-2.2,-1.4,78.8,29.98,29.25
2.41,137.41,-1.4,-1.9,78.8,30.03,29.14
2.41,137.41,-3.2,-1.3,78.1,30.15,29.41
2.42,137.42,-4.4,-1.6,79.6,30.03,29.53
2.42,137.41,-3.6,-1.3,82.8,29.99,28.74
2.42,137.41,-1.5,1.2,79.6,29.96,28.7
2.42,137.41,-2.8,-2.2,86,30,27.78
2.42,137.41,-4.3,0.6,80.4,29.69,28.9
2.42,137.41,0,0.4,83.6,29.88,28.42
4.97,147,-5.1,-0.4,80.1,29.34,29.04
4.97,147,-4.2,-2.9,83.4,29.35,28.8
4.97,146.99,-6.1,-3.2,80.9,29.29,29.12
4.97,147,-4.2,-2.3,82.6,29.38,28.8
4.97,147,-4.7,-0.5,85.1,29.35,27.99
4.97,147,-3.1,-0.8,81.3,29.19,28.03
4.97,147,-4,-2.2,83,29.38,28.52
4.97,147,-4.8,-1.9,80.5,29.23,28.64
4.97,147,-3.9,-0.7,79.7,29.33,28.64
4.97,147.01,-4.9,-1.5,81.3,29.43,28.39
4.97,147,-5.1,-4.1,84.3,29.3,28.72
4.97,147,-5.5,-3.6,82.6,29.35,29.12
4.97,147.01,-5.2,-1.6,83.9,29.44,28.64
-0.01,146.99,-2.3,-0.3,80.5,29.75,29.16
0.01,146.99,-3,-2.6,82.8,29.55,29.05
0,146.99,-6,-0.4,87.5,29.52,28.48
0,146.99,-3.2,-1.8,86.7,29.34,28.44
0,146.99,-0.6,3.3,88.2,29.31,27
0,147,0.5,-0.3,83.6,29.5,28.52
0,147,0.1,-1.9,81.7,29.85,29.05
0,146.99,-0.3,-0.5,81.7,30.03,28.9
0,147,-2.7,0,80.1,30.34,29.32
0,147,-2.5,-1.3,81.3,30.12,29.2
0,147,-3,-3.8,84,29.92,29.05
0,147,-4.6,-0.5,86.7,29.57,28.48
0,147.01,-3,1.2,88.6,29.46,27.95
8.08,156.01,-6.6,-3,84.5,28.98,28.53
8.08,156.02,-5.5,-4.1,83.7,28.98,28.41
8.09,156.02,-6.8,-3.4,81.8,28.92,28.41
8.08,156.02,-5.1,-2.6,88,28.91,27.81
8.08,156.02,-6.8,-3.2,87.3,28.85,27.81
8.08,156.02,-5.1,-4.2,83.7,28.8,28.33
8.08,156.02,-5.2,-3.4,82.6,28.81,28.09
8.07,156.01,-5.2,-2,85.3,28.87,27.89
8.09,156.02,-5.2,-2,85.7,29,28.41
8.09,156.02,-4.8,-2.8,87.3,29.07,28.41
8.07,156.02,-5.3,-3.8,86.9,29.03,28.41
8.09,156.02,-7.5,-2.5,84.9,28.95,28.57
8.09,156.01,-5.9,-2.5,87.3,28.94,28.29
8.08,156.02,-5.5,-0.7,94.3,28.89,27.29
4.98,156.06,-6.3,-3.5,83.7,29.04,28.89
4.98,156.07,-5.4,-3.4,79.6,28.9,28.97
4.98,156.07,-6.2,-2.7,82.5,28.98,28.78
4.99,156.06,-4.2,-1.3,85.7,29.05,28.07
4.99,156.06,-4.2,-3.3,86.1,29.15,27.99
4.99,156.06,-4,-4.4,81.2,29.08,28.97
4.99,156.06,-4.1,-3.5,78.4,29.04,28.85
4.98,156.06,-4.7,-0.4,78.4,29.19,28.85
4.99,156.06,-4.6,-2.5,78.8,29.13,29.01
4.99,156.07,-5.1,-1.8,81.2,29.23,28.89
4.99,156.07,-5.5,-4.2,80.8,29.14,29.17
4.99,156.07,-7.2,-1.7,81.2,29.1,29.01
4.99,156.07,-6.5,-1.8,82.5,29.08,28.97
4.99,156.08,-3.5,-0.6,85.7,29.03,28.23
2.08,156.21,-4.5,-3.2,83,29.33,28.57
2.08,156.21,-5.2,-3.5,81.8,29.04,28.76
2.08,156.2,-5.4,-2.2,84.6,29.05,27.93
2.08,156.21,-4.3,0.3,83.8,28.87,28.05
2.08,156.21,-3,-2,83,29.06,28.37
2.09,156.21,-2.3,-3.1,82.2,29.13,28.41
2.09,156.22,-3.4,-3.8,80.2,28.98,28.6
2.08,156.2,-4.1,-1.2,80.6,29.05,28.41
2.08,156.21,-3.6,0,85.4,29.09,27.26
2.09,156.21,-3.5,-2.5,82.2,28.94,28.25
2.08,156.2,-5.4,-5.1,83,28.96,28.64
2.08,156.21,-6.3,-2.9,82.6,28.97,28.64
2.08,156.2,-7,-1.4,82.2,28.96,28.72
2.07,156.2,-4.7,-0.5,80.2,28.97,28.64
0.06,156.16,-3,-2.8,86.7,29.23,28.26
0.06,156.17,-4.4,-1.9,87.8,29.34,27.94
0.06,156.16,-3.5,-1.2,86.7,29.48,27.98
0.06,156.16,-3.5,-0.8,86.3,29.5,28.22
